-2.487247604228420145e-02,2.177222248290162365e-01,7.882496535017269323e-03,-2.632918479780938181e+00,9.226802399794772902e-03,2.937097768882864113e+00,7.936372344971661663e-01,2.080427398291501834e-02,-2.080351807221122659e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.190981558406442709e-01,-2.449378334874048047e-01,1.239320267409673263e-18,1.267266146217037819e-18,9.695387860867126228e-01
-2.280742807684659965e-02,2.353029003726300195e-01,1.128940742043694871e-02,-2.610203135698938581e+00,6.469778541707035379e-04,2.905615721651193084e+00,7.904639824382477808e-01,2.073843522351934143e-02,-2.073453963838313083e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.198681389056144964e-01,-2.449378334874048047e-01,2.010268581887946597e-18,1.529325824121374051e-17,9.695387860867126228e-01
-2.034974198097895190e-02,2.542870873192815684e-01,1.397789877819110953e-02,-2.576188498666911908e+00,-7.786155454522478148e-03,2.866443702943678229e+00,7.938502321868110556e-01,2.067697452385082804e-02,-2.067238300806599829e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.207310451726027578e-01,-2.449378334874048047e-01,-5.410928812459195062e-18,4.096803093877686397e-17,9.695387860867126228e-01
-1.736087015753464899e-02,2.733682688341246281e-01,1.838694044289254648e-02,-2.539130947445527919e+00,-1.390784156820582332e-02,2.830207439253380031e+00,8.017438378291250611e-01,2.062115672600347421e-02,-2.061496209622698528e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.209219830984090249e-01,-2.449378334874048047e-01,-7.741637399648323118e-18,3.271824136759071347e-17,9.695387860867126228e-01
-1.437008570979363305e-02,2.889783108628928288e-01,2.282716765782200410e-02,-2.507213065992000001e+00,-1.878825466485736784e-02,2.800521343205047753e+00,8.117017172117763080e-01,2.056954540579192942e-02,-2.056283721712894030e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.209683855236636907e-01,-2.449378334874048047e-01,-8.129275029570324909e-18,3.437781655826701153e-17,9.695387860867126228e-01
-1.132391833955189060e-02,3.036705365043917970e-01,2.762323497576410838e-02,-2.479637687689582481e+00,-2.300237473996026571e-02,2.780713537904692334e+00,8.224174498004227507e-01,2.052236475122433748e-02,-2.051498905042370771e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.209798908645432602e-01,-2.449378334874048047e-01,-1.024145130646877295e-17,3.676691437587908545e-17,9.695387860867126228e-01
-7.952192198615710972e-03,3.201187969961059032e-01,3.294060179341328637e-02,-2.453141872237710963e+00,-2.758618722226531539e-02,2.769333753617963634e+00,8.344618475385592316e-01,2.047943991961477875e-02,-2.047086320780284324e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.209827567886346378e-01,-2.449378334874048047e-01,-1.230785262333817131e-17,3.616625297360564909e-17,9.695387860867126228e-01
-5.403517227624067207e-03,3.373745136683796164e-01,3.550882170293549051e-02,-2.427480018070047318e+00,-3.220598060108109673e-02,2.761678785835915750e+00,8.442789910373031947e-01,2.043871560942153026e-02,-2.043183306939411192e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.209834714832453528e-01,-2.449378334874048047e-01,-1.100627520723920904e-17,3.469248217976984051e-17,9.695387860867126228e-01
-3.024502953188725959e-03,3.509446499657056240e-01,3.859904752405755868e-02,-2.407145787480091670e+00,-3.549230471193765696e-02,2.754188299369340509e+00,8.521696057550438574e-01,2.040214168631370936e-02,-2.039534643522658910e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.209836497613958173e-01,-2.449378334874048047e-01,-1.323329829973913915e-17,4.275663271372404484e-17,9.695387860867126228e-01
-1.373080715927264242e-04,3.633888987998071252e-01,4.285242254636052045e-02,-2.389383706418650277e+00,-3.895601704968897766e-02,2.749127368944277006e+00,8.613261953337274512e-01,2.036922554756326331e-02,-2.036133776230140621e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.209836942353838651e-01,-2.449378334874048047e-01,-1.328002350567878038e-17,3.910394328110191167e-17,9.695387860867126228e-01
2.441615637273132113e-03,3.768067533513136946e-01,4.533278117516934685e-02,-2.371258453616254425e+00,-4.301418563420111169e-02,2.745833726590376944e+00,8.700639789462659701e-01,2.033808288702921435e-02,-2.033116790013370090e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.209837053302381227e-01,-2.449378334874048047e-01,-1.199511526615045186e-17,3.867436277283332367e-17,9.695387860867126228e-01
5.033669106000978125e-03,3.903371961387110400e-01,4.802907270259370448e-02,-2.353071312202954513e+00,-4.658270229097798143e-02,2.742177880410438640e+00,8.780511211516009995e-01,2.031002858283158241e-02,-2.030305578682750980e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.209837080980657564e-01,-2.449378334874048047e-01,-1.032485889400637120e-17,3.494263042597551649e-17,9.695387860867126228e-01
7.493914170813361676e-03,4.049381591468788621e-01,5.012393752403750125e-02,-2.333300685346406667e+00,-4.999573466180588094e-02,2.738135051275446763e+00,8.852880229810641266e-01,2.028407563264209706e-02,-2.027755494926111041e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.209837087885550888e-01,-2.449378334874048047e-01,-9.184546819675679376e-18,3.192192849237349801e-17,9.695387860867126228e-01
1.009082734788381563e-02,4.190150428461610899e-01,5.257101241582354950e-02,-2.313616196655674528e+00,-5.314722108783163923e-02,2.732538244340513511e+00,8.924128208989078326e-01,2.026061673278877970e-02,-2.025387918976099058e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.209837089608110761e-01,-2.449378334874048047e-01,-9.551389232231509893e-18,3.631048106902123652e-17,9.695387860867126228e-01
1.224296331999530883e-02,4.305503411154198989e-01,5.386821027994263128e-02,-2.296865448442049207e+00,-5.590587421971623255e-02,2.725926289466652275e+00,8.982228233525424432e-01,2.023848005874783612e-02,-2.023283433892681185e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.209837090037835905e-01,-2.449378334874048047e-01,-1.188689625943422349e-17,3.686102615796030374e-17,9.695387860867126228e-01
1.412776167778464521e-02,4.430541021290910209e-01,5.495115224359409245e-02,-2.279376964996365107e+00,-5.787134684384568489e-02,2.721263539801479059e+00,9.024927846275447862e-01,2.021839999935213725e-02,-2.021335652938094363e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.209837090145044591e-01,-2.449378334874048047e-01,-1.256811785896804888e-17,4.253830294745457104e-17,9.695387860867126228e-01
1.658954944669761497e-02,4.569719885885067945e-01,5.735026979859776664e-02,-2.260064924740782466e+00,-6.003539957686004902e-02,2.716761928607803078e+00,9.079737005805987859e-01,2.020079480460735405e-02,-2.019472673800767198e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.209837090171788754e-01,-2.449378334874048047e-01,-1.036457171485676805e-17,4.015219596627271735e-17,9.695387860867126228e-01
1.949999941062418099e-02,4.682110145906251963e-01,6.002034130219737612e-02,-2.243716741535698667e+00,-6.316176320888111650e-02,2.710284873773988856e+00,9.154625168125515300e-01,2.018452634519774663e-02,-2.017780192552412477e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.209837090178460084e-01,-2.449378334874048047e-01,-1.054470001580595666e-17,3.879978922843694480e-17,9.695387860867126228e-01
2.220260624718299949e-02,4.810895610072913886e-01,6.149120086993454387e-02,-2.225615314957021695e+00,-6.662257921563198571e-02,2.705680104445134848e+00,9.225867476560846159e-01,2.016901792599391785e-02,-2.016290137952473152e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.209837090180124308e-01,-2.449378334874048047e-01,-9.564015170272897453e-18,3.824851251218693528e-17,9.695387860867126228e-01
2.436247105219449885e-02,4.943030038972697771e-01,6.211684752839082696e-02,-2.206860257073320231e+00,-6.919997252170966007e-02,2.700425083578152918e+00,9.275267670444033996e-01,2.015459727576137533e-02,-2.014946373384553582e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.209837090180538421e-01,-2.449378334874048047e-01,-1.154455461588702200e-17,4.122254947188987275e-17,9.695387860867126228e-01
2.696372595730224878e-02,5.072878346431025642e-01,6.439500169727728485e-02,-2.188134664683103026e+00,-7.128278193621667702e-02,2.694565186006796953e+00,9.328709234474187317e-01,2.014236718749143687e-02,-2.013617579362960569e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.209837090180640562e-01,-2.449378334874048047e-01,-9.728322664093469723e-18,3.593149658630858715e-17,9.695387860867126228e-01
2.956974638630528035e-02,5.206811987660676655e-01,6.584617689396372875e-02,-2.168657619509666734e+00,-7.394947130427743931e-02,2.688542179946104227e+00,9.386178625218224436e-01,2.013051210203849195e-02,-2.012465373790135043e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.209837090180658326e-01,-2.449378334874048047e-01,-7.844388715364054438e-18,3.245193069976926555e-17,9.695387860867126228e-01
3.202671790478713032e-02,5.340996407608644692e-01,6.699901410693522019e-02,-2.148920604387298816e+00,-7.634465737521138606e-02,2.682118558633728167e+00,9.436977570133467941e-01,2.011964810427556427e-02,-2.011410218707810824e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.209837090180658326e-01,-2.449378334874048047e-01,-9.187331575616810244e-18,3.265800648939261012e-17,9.695387860867126228e-01
3.414431626421644134e-02,5.441392870032660811e-01,6.792850026491283055e-02,-2.133385625805809926e+00,-7.810444313444289688e-02,2.674426714541915828e+00,9.477546563738813434e-01,2.010952142665907785e-02,-2.010461005568253343e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.209837090180658326e-01,-2.449378334874048047e-01,-1.304922033536928185e-17,4.368734359909202896e-17,9.695387860867126228e-01
3.615501813761075323e-02,5.555249798791892513e-01,6.883465525104175142e-02,-2.116904570662067275e+00,-7.954778730802757047e-02,2.669800580679432045e+00,9.511729603095138152e-01,2.010039844782596230e-02,-2.009576091980686333e-02,1.180851470622483468e-02,1.536214938865291396e-02,8.209837090180658326e-01,-2.449378334874048047e-01,-9.546585185447440857e-18,2.639852193606457875e-17,9.695387860867126228e-01
