-9.727611895809548659e-02,1.247979982510819333e-02,1.006850150548200373e+00
-9.878597200930930300e-02,1.283868254434529337e-02,1.001287472684686763e+00
-9.491588285359289778e-02,1.645464244798049147e-02,9.987382697341562476e-01
-8.781448784416906461e-02,2.078711459048364352e-02,9.976937611611930157e-01
-8.014019078860308565e-02,2.515703342147870836e-02,9.973494051700125818e-01
-7.182299398562766446e-02,2.930553539604454499e-02,9.969816733147269794e-01
-6.359518973080194315e-02,3.317574723074202814e-02,9.963774421791206093e-01
-5.626508277914017697e-02,3.646123551299169929e-02,9.956015808104088372e-01
-4.936884923187254831e-02,3.854493594006232898e-02,9.945681884979138410e-01
-4.386422632495782375e-02,4.060471366594185089e-02,9.935259149434633175e-01
-3.778608879987822161e-02,4.340102516975953562e-02,9.921265583308893632e-01
-3.243433802330829285e-02,4.672446698682308081e-02,9.907115716142884665e-01
-2.706658654477945083e-02,5.001925393812587523e-02,9.892404212641875416e-01
-2.225560653386324944e-02,5.220743019937771484e-02,9.878552042062064276e-01
-1.763656086417081381e-02,5.451847537014151146e-02,9.864843015596536091e-01
-1.366186976902082108e-02,5.754628257688784027e-02,9.851975614519251634e-01
-8.737456406116532112e-03,6.045290814263319656e-02,9.836255492541950973e-01
-3.942728313399957406e-03,6.325719217540763661e-02,9.820421517471390471e-01
4.095831086176898598e-04,6.610983575518887545e-02,9.806031125230201262e-01
4.374513949141526671e-03,6.793808611058761715e-02,9.792768940546097145e-01
8.709293508841120177e-03,7.045517590838164257e-02,9.778155073887015991e-01
1.190914220921884294e-02,7.319274462111999280e-02,9.765824319083794558e-01
1.548377995678431977e-02,7.566071338575210137e-02,9.752265188189976897e-01
1.971119970175583616e-02,7.690566366702332457e-02,9.736521326518869923e-01
2.295954052486043340e-02,7.909486655679437428e-02,9.722853517500629206e-01
2.605465552801751461e-02,8.049337541551097874e-02,9.709794238603127736e-01
2.972390649468327137e-02,8.189804979684767172e-02,9.694700510208132949e-01
3.252970046603834847e-02,8.353189203651857631e-02,9.681362590354566366e-01
3.481779917267632113e-02,8.472850728878780768e-02,9.669372582680263450e-01
3.697360999066828802e-02,8.681543350283600635e-02,9.656708412277412723e-01
4.026618486563966759e-02,8.828038885503926292e-02,9.640268254686503724e-01
4.342502462857058404e-02,8.957979428622357687e-02,9.623914911384466864e-01
4.696741446158479716e-02,9.119990228582917913e-02,9.607307351307136090e-01
4.915207475600737869e-02,9.247497426043714552e-02,9.595244341943165445e-01
5.181419912475255379e-02,9.377677075496979042e-02,9.582266481246013434e-01
5.468985920833489833e-02,9.489654253202617351e-02,9.456426708982537122e-01
5.702970595777992480e-02,9.681318675264211082e-02,9.316509993769671594e-01
5.910485412839604213e-02,9.800245764997744802e-02,9.176785848756162656e-01
6.231209431984537084e-02,9.943787422505054319e-02,9.031496770775202521e-01
6.497395329591543200e-02,9.990414358906607450e-02,8.886659596474778544e-01
6.726504846652958669e-02,1.019305879258701336e-01,8.742566253330482651e-01
6.905037728355686855e-02,1.033254510658968423e-01,8.599490725764252774e-01
7.171246637421574421e-02,1.052919282236017412e-01,8.450901530433843067e-01
7.370530517365080081e-02,1.068719805114723420e-01,8.301631889375383766e-01
7.631121568945248290e-02,1.088924451353717737e-01,8.149499299748476089e-01
5.184984176436630010e-02,8.030842340444392657e-02,9.966619554325449881e-01
5.218957265919309946e-02,8.009315795155398654e-02,9.839855396487933170e-01
5.240409724242851841e-02,8.046715039681680282e-02,9.694478385352212069e-01
5.314012123517265762e-02,8.246346280781186033e-02,9.547060987461182258e-01
5.480383496418246569e-02,8.343064959823508209e-02,9.398978843188605659e-01
5.616128310286621489e-02,8.512708341571459392e-02,9.254596723839522143e-01
5.882051582697350733e-02,8.632564935637720982e-02,9.108024071483514783e-01
6.101258270593197530e-02,8.743598913029143604e-02,8.963480622468029679e-01
6.292451972842538765e-02,8.867161377746073103e-02,8.821238229562247124e-01
6.529375124778781514e-02,9.060875264347326152e-02,8.675856785808746530e-01
6.826573753954624790e-02,9.304302176688779291e-02,8.525272793275412431e-01
7.043826235730309138e-02,9.435747968351496096e-02,8.376702527728370207e-01
7.248397786314293711e-02,9.597973467228267108e-02,8.229256132423045100e-01
4.701598736712439552e-02,6.859937871077820271e-02,1.002568574521901290e+00
4.767545152552899596e-02,6.901427951845787168e-02,1.000665908709249097e+00
4.798858228014225846e-02,7.075619891636587833e-02,9.984229465934493231e-01
4.850449520875810966e-02,7.237695083595580003e-02,9.964626646721672643e-01
4.990279702498715692e-02,7.482146295198610630e-02,9.945212529956467540e-01
5.136310810734250054e-02,7.727156658796756339e-02,9.927949250184547880e-01
5.293118921417985789e-02,7.968166312270995311e-02,9.803921861650303216e-01
5.518046356999562613e-02,8.145195371479257984e-02,9.664687410361567643e-01
5.839415179931656957e-02,8.395836441105129777e-02,9.520700215962647484e-01
6.163758249839985937e-02,8.631648758067968219e-02,9.376823240731049225e-01
6.508431617700256855e-02,8.798231768204932413e-02,9.233685714036309333e-01
6.764545709677624585e-02,9.019783188094383786e-02,9.093800302965832083e-01
7.111548640952668199e-02,9.255779910900886753e-02,8.949876835175256673e-01
7.413528783700602809e-02,9.345511676266962664e-02,8.805718097523576038e-01
7.653279043957729455e-02,9.415664198795338502e-02,8.663635894556529493e-01
7.923407404703676493e-02,9.550398056122887114e-02,8.518112632214556168e-01
8.165803887649865367e-02,9.624274375803876236e-02,8.370630830485773499e-01
8.421997958654145466e-02,9.807777731851678726e-02,8.220313116353168414e-01
6.370524441366978707e-02,7.131508379918274909e-02,9.965025186822500380e-01
6.385959621193701419e-02,7.285227994918920535e-02,9.836374314337908986e-01
6.402248415353804789e-02,7.331312735246781065e-02,9.687809618328055983e-01
6.500889840302950806e-02,7.523274621173979548e-02,9.536861702770542681e-01
6.708608841047583593e-02,7.634617906748414340e-02,9.385523895330233346e-01
6.909792239635442757e-02,7.782008096863632374e-02,9.238518734658698328e-01
7.170836117759592232e-02,8.027657960335392306e-02,9.092622652624624546e-01
7.419756118949760726e-02,8.140252568953570966e-02,8.949176847791535661e-01
7.653636439580292772e-02,8.372781646886573448e-02,8.806560578574332832e-01
7.969744041023285597e-02,8.582244127123016264e-02,8.659573335702259733e-01
8.299922280193067214e-02,8.827786801658189797e-02,8.509585735084945757e-01
8.631230154460008130e-02,9.065689641316217184e-02,8.359044074442859573e-01
8.973151305856340298e-02,9.213919026463059103e-02,8.208585638472687407e-01
9.441173817259133905e-02,9.472755720650259670e-02,8.195734884719764191e-01
8.091045009662241327e-02,7.062091730109679166e-02,1.001198770143638006e+00
